ID	p.Age	q.Age	Coefficient.Age	p.Sex	q.Sex	Coefficient.Sex	p.Cohort	q.Cohort	Coefficient.Cohort.Interval2	Coefficient.Cohort.Longenity.OPEL	Coefficient.Cohort.Longenity.OPUS
PSMD1.8824.2.3	0,107729721	0,179570141	-0,000306061	0,03161448	0,05507585	-0,010630314	0,821281332	0,847353755	0,004954476	-0,001592593	0,004282929
SEPHS1.14083.25.3	0,107834153	0,179621239	0,000313913	0,000152976	0,000459871	0,019223819	0,302790061	0,357553867	0,00996252	0,013315032	0,002933164
RNPC3.12814.17.3	0,108165992	0,180071443	0,000297665	0,011829341	0,023449115	-0,012124881	1,54E-07	1,16E-06	0,015940083	-0,031167754	0,020954568
ITM2A.10516.53.3	0,108705344	0,1808664	-0,000224009	0,301348585	0,381082841	0,00375108	0,098779341	0,134448381	-0,007861485	-0,014448925	-0,002694564
FAM173A.7148.42.3	0,108863443	0,180947647	-0,000328709	0,640105814	0,707332643	0,002491001	0,133004813	0,173368573	0,015536885	0,009884415	0,011737681
KIAA1161.8093.13.3	0,1088779	0,180947647	-0,000358467	0,217175899	0,289799044	-0,007170917	5,07E-05	0,00019342	0,033216515	0,012457401	0,028870462
TNFRSF14.5352.11.3	0,11008351	0,182847398	0,000218467	0,740464675	0,791904634	0,001176933	0,003592582	0,00769839	-0,014590977	-0,003244028	0,008383579
HAAO.5861.78.3	0,112579942	0,186887816	-0,000268501	8,90E-14	7,73E-13	-0,032895859	0,34629842	0,401953523	0,000151766	0,008760423	0,015903503
PRH1.10502.15.3	0,113323435	0,187969671	-0,000289462	0,002972376	0,006818979	-0,014119189	0,233049738	0,282733506	-0,009221265	-0,001107854	0,010200744
CDKN3.14178.18.3	0,113360171	0,187969671	0,000367527	0,000848444	0,002200089	0,020139968	0,012628694	0,022745646	-0,003910068	-0,016280343	0,024263516
LOXL2.6504.65.3	0,115909464	0,192087922	0,000239824	0,000676336	0,001804622	-0,013483062	2,15E-08	1,96E-07	-0,015759891	-0,034469567	0,009188859
SLC41A2.12511.83.3	0,116136936	0,19235591	-0,000278978	0,895166782	0,919368974	-0,000608004	0,016026282	0,027952818	0,002506587	0,027269877	0,023729644
H2AFZ.4163.5.2	0,116489475	0,192830625	0,000196563	0,71079022	0,769452773	0,001206645	0,535419228	0,585021009	0,00564676	0,00419164	0,005500862
LCN1.11708.2.3	0,117503783	0,194399642	-0,000209913	0,861739095	0,892875257	0,000606924	2,60E-15	8,65E-14	-0,021460221	-0,001720038	0,03942212
SULT4A1.8357.43.3	0,117687739	0,194593916	-0,000345826	0,004184115	0,0092646	-0,016458609	0,002729385	0,006075686	0,001570202	-0,020786397	0,024239068
APOBEC3G.13930.3.3	0,117788963	0,194651252	-0,000308122	5,47E-07	2,45E-06	-0,025680345	0,05708939	0,084336599	-0,002799016	-0,013006857	0,015843785
KCNE3.8067.21.3	0,118438905	0,195614792	-0,000352715	0,222039706	0,294809869	-0,007169208	0,000266614	0,000807295	-0,024421136	-0,029282613	0,006733399
UBE2T.12400.25.3	0,119779131	0,197605165	-0,000216901	0,578856756	0,651464413	0,002011098	0,39569773	0,45053167	0,007088711	0,00793255	0,005311605
PRIM1.13591.31.3	0,11975084	0,197605165	0,00031926	0,0236424	0,04306382	-0,012070716	5,37E-05	0,000203095	-0,02985904	-0,0234847	-0,002261142
ARFIP1.13488.3.3	0,120314736	0,198189109	0,000385055	0,723358628	0,779309019	-0,002280092	0,272626887	0,32588216	-0,007977918	-0,01727306	0,005536652
EDDM3B.7782.34.3	0,120268889	0,198189109	0,000230237	0,86551469	0,895835268	-0,000652204	0,036088026	0,056629547	0,010991023	-0,005046384	0,010488203
B4GALT2.9595.11.3	0,120336361	0,198189109	-0,000147565	4,81E-15	4,65E-14	-0,019403756	1,33E-06	7,86E-06	-0,004613173	-0,001589745	0,021895762
PRMT3.12696.166.3	0,120923755	0,199044448	-0,000354879	0,809485134	0,851706481	-0,001433604	8,03E-05	0,000285611	0,02942474	-0,002315941	0,030036397
GMEB2.12804.5.3	0,121340951	0,19939454	0,000288961	0,004622851	0,0100834	-0,013734819	0,079970732	0,112537437	-0,006469595	-0,023246596	-0,003951335
ALDH3B1.12940.35.3	0,121237927	0,19939454	0,000357509	2,15E-09	1,25E-08	0,035966542	0,316390014	0,371662968	-0,000162017	-0,011495826	0,012036678
LCN8.5643.2.3	0,1213006	0,19939454	-0,000372463	0,084994882	0,130778554	0,010762256	0,000144479	0,000476439	0,02296733	-0,002298198	0,040712267
CASC4.8838.10.3	0,122293936	0,200847706	0,000210026	1,40E-10	9,26E-10	-0,022715822	0,009887376	0,018491416	0,006825972	-0,001013488	0,019402852
CD300C.5066.134.3	0,122740465	0,201467936	-0,000201049	6,32E-08	3,11E-07	-0,018344028	7,38E-06	3,59E-05	0,00886642	0,007568792	0,032934522
HSP90AB1.5467.15.3	0,123231128	0,20215987	-0,00022524	0,11950756	0,17486724	0,005912973	0,944592375	0,953722022	-0,001898844	0,002972814	0,002031198
FCRL6.6617.12.3	0,123448732	0,202403331	0,000201793	4,18E-06	1,66E-05	-0,015686934	9,92E-05	0,000343026	0,000934809	0,002772765	0,029135373
CRH.5614.44.3	0,125400292	0,205487873	0,000231206	0,555293489	0,629791956	-0,00231261	3,47E-08	3,04E-07	0,029410592	-0,000552324	0,016773914
SEMA3C.6448.36.3	0,125802365	0,206031308	-0,000204082	4,60E-31	9,41E-30	0,040473023	2,13E-05	9,11E-05	-0,007724669	0,020779263	0,028289195
RNASE10.5602.62.3	0,126001695	0,206242281	0,000188577	0,003958504	0,008811738	-0,009233341	2,11E-05	9,05E-05	0,020099285	0,001616474	0,0087554
KCNE2.10427.2.3	0,127900732	0,209233579	-0,000339362	0,52231877	0,599836043	0,003706112	0,115216043	0,153463992	0,002398101	0,021793554	0,026425643
STX10.12842.43.3	0,12807241	0,209397316	0,000204386	0,475356882	0,555500951	0,00249143	0,422930133	0,477449108	0,003740585	-0,008444153	6,40E-05
EEA1.14043.12.3	0,128390953	0,209800858	-0,000220844	7,97E-08	3,89E-07	-0,020295116	2,72E-06	1,49E-05	0,001296038	0,007324385	0,038879834
RAB7B.12409.90.3	0,128728739	0,210235377	0,000329161	0,416260124	0,49818366	-0,004577594	6,10E-06	3,02E-05	0,008615998	0,020028763	0,058486933
LRTM2.8906.60.3	0,128947142	0,210474548	-0,000127472	3,43E-08	1,73E-07	-0,012061288	9,78E-06	4,56E-05	0,000603694	-0,012748657	0,010416077
KLRF1.5098.79.3	0,129186071	0,210746936	0,000173276	0,001880311	0,004519235	-0,00923035	0,181418312	0,227355853	0,001267925	-0,009203265	-0,01175387
PLG.4150.75.2	0,129288616	0,210796657	0,000186473	9,61E-05	0,000301836	-0,012470918	9,34E-06	4,39E-05	0,012520557	-0,010604274	0,016933886
COLGALT1.5638.23.3	0,129438794	0,21092394	-0,0001498	3,27E-05	0,000111912	-0,010674678	2,61E-05	0,000109002	0,010177101	-0,005648755	0,014766853
CLEC5A.8282.15.3	0,12973176	0,211283629	0,000140841	0,00035871	0,001012766	-0,008627102	0,164588426	0,209586916	0,000741588	-0,005894561	0,00542502
C1orf185.10667.78.3	0,130469588	0,212248913	-0,000200357	0,733857636	0,787083471	-0,001170621	0,001632477	0,003910724	0,006351009	-0,002899597	0,021524325
EHBP1.12813.18.3	0,130459397	0,212248913	0,000186174	0,05428088	0,087962092	0,00615847	0,165850158	0,210826472	-0,008137142	-0,004877609	-0,009305434
FBXL5.12846.3.3	0,130739861	0,212570369	0,000286749	8,99E-05	0,000284208	-0,019329403	0,203384701	0,250589827	0,008040378	-0,004506457	0,013215162
EIF4B.14675.20.3	0,131312485	0,213382788	0,000332274	1,28E-13	1,10E-12	0,042527511	0,829018112	0,852929292	-0,005127141	0,000279519	-0,006977696
LRFN2.7200.4.3	0,13205947	0,214477485	0,000320743	0,196428127	0,265046537	0,007150169	0,001711123	0,00405266	-0,025753891	-0,012736581	0,004647629
EFCAB14.10830.5.3	0,133737901	0,216842218	0,000245978	0,084411431	0,13008611	-0,007357459	1,42E-06	8,26E-06	-0,029898951	-0,015937282	-0,009357411
TMCO5A.6907.17.3	0,133651813	0,216842218	0,000254336	0,002039904	0,004847051	-0,013599517	2,96E-11	4,91E-10	-0,028723587	-0,033120242	0,014851254
NRXN3.9799.3.3	0,133680638	0,216842218	-0,000276309	0,005105816	0,011054414	-0,013413356	3,94E-06	2,06E-05	0,007572186	-0,001177634	0,044274602
PARP1.10534.40.3	0,133966286	0,21709218	-0,000232997	0,624542041	0,694067428	-0,001977426	0,837357939	0,860601536	0,002177904	0,000641553	0,006528496
OCRL.10011.65.3	0,134643998	0,218069597	0,000133153	0,000645652	0,001734188	-0,007896434	0,110117754	0,147344205	0,002828727	0,004825322	0,01119622
TGFBR3.3009.3.2	0,135436356	0,219231511	0,000134096	0,129762409	0,187157321	-0,00353669	2,52E-10	3,52E-09	0,004669145	0,010408084	0,032190798
FEN1.12577.100.3	0,135529649	0,219261186	-0,000239877	0,019565394	0,036567908	0,009753	0,397129716	0,451810353	0,004239992	0,000988536	0,012467684
LRMP.10704.91.3	0,135725409	0,219456507	-0,000345688	0,54576957	0,621157973	-0,00363772	0,023287005	0,038900336	-0,020248376	-0,004976392	0,012814987
RGS10.11634.32.3	0,135991243	0,219764854	0,00044224	0,256784755	0,332637471	-0,008742326	0,084076093	0,117666303	-0,024312681	-0,018275768	-0,005984485
C1GALT1C1.5735.54.3	0,136611849	0,220645863	-0,000153235	7,63E-18	8,85E-17	-0,023120941	0,625745035	0,666534679	-0,001346905	-0,004891342	0,002055817
CD48.3292.75.1	0,137701214	0,22228259	0,000138822	4,06E-11	2,85E-10	-0,016086233	2,79E-22	2,55E-20	-0,000473636	0,001108688	0,044656675
IGSF9.10518.14.3	0,137874368	0,222439342	-0,000267223	0,91146699	0,93120536	0,000520392	0,001648119	0,003938519	-0,022784278	-0,015439739	-0,014148533
SARS2.12348.46.3	0,138012855	0,222540022	0,000267766	0,690606425	0,751776626	0,001867357	0,079988147	0,112537437	0,004000021	0,006582182	0,023978155
ULK3.12437.18.3	0,138568296	0,223312543	0,000195736	0,000479513	0,001315737	-0,012000864	0,00046225	0,001305097	-0,006306247	-0,015044177	0,013559033
LTA4H.3204.2.2	0,138893106	0,22371274	0,000251179	0,097350563	0,147350013	-0,007313306	0,000598911	0,001638741	0,003276226	0,019161433	0,037142473
SLC30A3.9081.39.3	0,139391351	0,22439169	-0,000285355	0,189546232	0,257319309	-0,0065827	0,04491673	0,068463489	-0,005715033	0,005488305	0,024927982
APOM.10445.20.3	0,139609223	0,2246188	0,000203426	1,06E-14	9,93E-14	-0,027767156	5,97E-07	3,92E-06	-0,009511822	-0,039968771	-0,016820492
DHX8.11601.26.3	0,139970555	0,225076345	0,000211947	0,100908362	0,151907854	0,006123012	4,22E-05	0,000165592	0,01994931	0,006220327	0,022065852
TMEM132C.11128.29.3	0,140425136	0,225326165	-0,000405246	0,139925676	0,199650049	-0,010545826	0,032731566	0,052288274	0,003875844	-0,000751559	-0,036984836
NLRP1.11661.11.3	0,140245301	0,225326165	-0,000300084	0,864046761	0,894632487	0,000905346	0,167686465	0,21279085	-0,012364027	-0,013406112	-0,016819016
NME2.4249.64.2	0,140434051	0,225326165	0,000385013	0,247635477	0,323018229	0,007847284	0,010960962	0,020138702	-0,028918854	-0,003538044	-0,012800146
SLC9B2.9088.20.3	0,140391946	0,225326165	-0,000362089	1,87E-06	7,78E-06	-0,03046347	6,07E-05	0,000225941	0,036797301	-0,009901893	-0,00378198
C10orf54.14123.34.3	0,141571408	0,226960448	0,00020575	0,499565439	0,577332638	0,002455948	0,001395124	0,003423437	-0,01607023	0,003916487	-0,011356499
PAK7.3388.58.2	0,141607801	0,226960448	-0,000154797	0,001057099	0,002705173	-0,008968598	5,17E-06	2,61E-05	0,006221522	-0,00778095	0,019867076
ATP2A3.13510.7.3	0,142156112	0,227714473	-0,000126047	0,151422413	0,213245334	-0,003201713	0,323634064	0,378803377	-0,004191263	-0,004914455	0,000405485
GLTP.12513.8.3	0,142277066	0,227783479	-0,000251201	0,105697973	0,157899168	-0,007198558	0,708719455	0,74692206	0,002634602	-0,007708057	-0,007303666
NT5C.12560.9.3	0,142552875	0,227975484	0,000270061	0,707810863	0,767363519	0,001793843	0,000678355	0,001830431	0,01305295	0,012861783	0,036908287
FAF2.8761.7.3	0,142525574	0,227975484	0,00017567	0,203636975	0,27398259	-0,003957894	0,095644677	0,131035448	-0,009463396	-0,006167782	-6,54E-05
IL1B.3037.62.1	0,143067686	0,22867376	0,000228167	1,30E-08	6,97E-08	-0,023067013	0,029535289	0,047888426	-0,006586826	-0,020969775	-0,000868687
SNAP25.13105.7.3	0,143634911	0,229455006	-0,000573573	0,259703533	0,335675136	-0,011488906	0,011705595	0,021266376	-0,005232324	0,065594834	0,030944367
TSR3.7018.10.3	0,144894643	0,231341064	0,000195863	0,022319489	0,041044937	-0,007980186	6,57E-05	0,000241711	0,011885965	-0,001291995	0,025028674
BLVRA.11382.5.3	0,145000892	0,231384402	-0,000283193	5,61E-29	1,04E-27	0,056829174	0,282656603	0,33540388	0,001430721	0,01113428	-0,009312596
BACH2.12756.3.3	0,145633091	0,232266516	-0,000302436	0,821284408	0,860407196	-0,001220107	0,296203414	0,350200076	-0,007292915	-0,001007434	0,014011232
TNF.5936.53.3	0,146031886	0,232775622	0,000166464	0,066336993	0,104714357	-0,005465124	0,651044415	0,690716327	0,002842075	0,006963993	0,003914947
SEC61G.8872.1.3	0,146680448	0,233682086	0,000181514	0,009739865	0,019688789	-0,008404611	0,006542706	0,012800946	0,011086924	0,004746107	0,017098718
CSNK1G2.12653.13.3	0,147249071	0,234460279	0,000245742	0,467277093	0,547809819	-0,003203144	0,322929785	0,378433341	0,008673677	-0,003227072	0,006808711
BRICD5.6612.90.3	0,147628962	0,234937276	0,000263141	0,000316268	0,000908726	0,017022362	0,494947247	0,545486321	-0,008965109	0,001622186	0,001844835
GDA.12667.2.3	0,148713819	0,236406479	-0,000198111	0,25280002	0,328330378	0,004077313	0,307797868	0,3627352	-0,000226052	-0,006087362	-0,013552814
RNF149.9773.15.3	0,148705063	0,236406479	0,000235915	0,000262218	0,000765456	-0,015507787	9,93E-09	9,86E-08	0,016994196	-0,002989587	0,042541629
SUSD3.5752.63.3	0,148894567	0,236565242	0,000180446	0,000416759	0,001157665	-0,011473804	0,358991255	0,414875314	-0,002040449	0,002454319	0,010436974
CD74.6974.6.3	0,149085977	0,236740761	0,000222356	0,09317215	0,141868057	-0,006725283	0,112324816	0,149954398	-0,011605616	0,001300357	-0,007169658
KIN.13476.16.3	0,149241712	0,236859473	0,000279312	0,918145209	0,936392865	-0,000517237	0,123799475	0,163459741	-0,008454019	-0,008362457	0,012270123
SLCO5A1.11669.39.3	0,149730594	0,237503233	0,000278615	0,146527589	0,207954001	-0,007298784	0,001218659	0,003038855	-0,019463619	0,003704913	0,021154548
TNFRSF12A.5138.50.3	0,149809731	0,237503233	0,000258595	0,170155535	0,235321484	-0,006401281	0,010114687	0,018832247	0,014170494	-0,012068923	0,010964369
EDA.14024.196.3	0,150338934	0,238213099	-0,000224859	0,040153654	0,067929113	-0,008339336	4,06E-08	3,49E-07	0,011635764	0,001917522	0,043792746
RNASEH1.8470.213.3	0,150488363	0,238320769	-0,000303775	0,286843267	0,36494848	-0,005848191	0,039548164	0,061465664	0,017597539	-0,010317612	0,004069122
NCF2.10047.12.3	0,150727053	0,238569606	0,000493588	0,652358812	0,717889212	0,004021316	0,234176575	0,283865098	-0,012785145	0,016222862	-0,016077957
PF4V1.5663.18.3	0,15084269	0,238623509	-0,000194842	0,252021539	0,327773678	-0,004037674	0,027903108	0,045570402	-0,006057103	-0,010366846	0,009556409
TMEM59L.9959.60.3	0,151006871	0,238754106	-0,00012119	0,014759723	0,028496496	-0,005349413	2,69E-05	0,000111876	0,006386208	-0,011011509	0,008573739
KREMEN2.3202.28.2	0,152382545	0,240798997	0,000204183	0,000307724	0,000887665	-0,013389889	2,31E-05	9,84E-05	0,006498738	-0,024506065	0,010557249
CHIC2.10914.4.3	0,152616359	0,240908176	0,000171033	0,580348627	0,652892205	0,001718044	0,828488894	0,852684734	0,002130336	-0,001444333	0,003583467
DNER.11442.1.3	0,152593079	0,240908176	-0,000396646	0,813750636	0,854427654	-0,001697685	4,82E-05	0,000185206	0,04232792	-0,007221575	0,013184105
CXCL5.2979.8.2	0,153135931	0,241597949	0,000161664	6,10E-05	0,000198794	-0,011800645	0,000269945	0,00081401	-0,004751146	-0,017330987	0,008038154
IL2.3070.1.2	0,153312485	0,241746101	0,000306208	3,74E-14	3,34E-13	-0,042326999	0,000345326	0,001010078	0,026456684	-0,018358216	-0,005562692
ARHGEF7.13932.45.3	0,153766094	0,242330725	-0,000205572	0,004413596	0,009706594	0,010668193	0,058001963	0,085468888	0,01124512	0,011225325	0,013190993
UST.8364.74.3	0,154190776	0,242869154	-0,000200646	1,23E-11	9,18E-11	-0,024867011	9,95E-09	9,86E-08	0,004264109	-0,012270812	0,034217523
NR1D1.5236.2.3	0,154826049	0,243738532	0,000190189	0,430465818	0,51225082	-0,002739042	0,228403565	0,277672663	-0,006167251	-0,008375533	0,002933404
STX7.8274.64.3	0,156292145	0,245914214	0,000218797	0,055873833	0,090094246	-0,00767046	0,104318243	0,140872974	0,008753348	0,013281608	0,01592754
SOCS7.11657.86.3	0,156525223	0,246148536	0,000204153	0,061749861	0,098322452	-0,006996482	0,00020654	0,0006503	0,01185388	0,002318874	0,027427756
ZNF415.12811.55.3	0,156843856	0,246517075	-0,00023571	0,00029967	0,000865285	-0,015655315	2,77E-06	1,51E-05	-0,009104259	-0,007820856	0,034114626
DTX1.11430.49.3	0,157138395	0,246847372	0,000150344	0,046081398	0,076497212	-0,005509766	0,002436686	0,005555189	0,007092924	0,001498025	0,01762547
CLEC4E.7077.9.4	0,157327018	0,247011019	0,000232894	0,159488835	0,222973551	-0,006021661	0,209390987	0,257106893	0,004753304	7,31E-06	0,015506652
MGAT1.10571.14.3	0,15851982	0,248681862	-0,000353771	0,273994717	0,351449132	-0,00713278	0,010085987	0,018802749	0,00988326	0,011388105	-0,02921404
ZNF75D.11596.47.3	0,158561256	0,248681862	0,000213826	0,014665891	0,028352763	-0,009621965	0,190515677	0,237131214	0,007351077	0,003082214	0,013946258
COLGALT2.7234.12.3	0,159518224	0,250048663	0,000169857	0,118371831	0,173552685	-0,004901089	0,003386399	0,007320929	-0,003419022	-0,001845935	0,018770287
ADCK4.9794.17.3	0,160043925	0,25073834	-0,000314606	0,124395053	0,180573464	-0,008943259	0,008300834	0,015838187	-0,018752689	0,011914809	0,022039627
COX8A.10497.242.3	0,160761804	0,251605378	0,000303992	1,73E-13	1,47E-12	-0,04163397	6,41E-09	6,58E-08	0,044011741	-0,003944888	0,022586569
CCDC101.12788.6.3	0,160769385	0,251605378	-0,000257665	0,114892329	0,169813069	-0,007528368	4,98E-10	6,59E-09	-0,032898981	-0,017316021	0,023044588
BAD.5870.23.2	0,16120115	0,252146183	0,000290576	3,18E-13	2,65E-12	0,039395886	0,702614017	0,740860129	-0,006868647	-0,007291179	-7,19E-05
ZAP70.3837.6.2	0,161776696	0,25291119	-0,000257939	0,247702526	0,323018229	-0,005538597	5,99E-06	2,97E-05	0,01469551	-0,011488967	0,033995649
LEPR.9566.103.3	0,161878322	0,252934878	-0,000261745	0,000101308	0,000316925	-0,018920926	2,69E-05	0,000111876	-0,022690133	-0,023262128	0,010471054
SIGLEC14.8248.222.3	0,162041429	0,253054554	-0,000459955	0,09471709	0,14395726	0,01428738	0,002259451	0,005183447	0,015630845	0,015835028	0,062366918
LY9.3324.51.1	0,162208384	0,253180109	0,000384197	4,33E-18	5,13E-17	-0,062207129	0,244982872	0,295738712	0,013567896	0,008021313	0,023259763
SIRPG.9241.40.3	0,163490968	0,25504591	-0,000161845	0,001046109	0,002679396	-0,009900098	0,094816885	0,130267445	-0,007654293	-0,002759426	0,006230322
NAB2.13680.3.3	0,163928054	0,255591449	0,000235693	0,053774734	0,087491002	-0,008488404	0,451212176	0,504895033	-0,000363358	0,007860944	0,014035111
NBR1.7696.3.3	0,164127387	0,255765907	0,00015428	7,29E-06	2,79E-05	0,012939412	0,208781162	0,256482528	-0,004940813	-0,010068503	-0,001702088
INSL4.6410.26.3	0,164697554	0,256517756	0,000212732	0,824743853	0,86372208	-0,000881108	5,52E-05	0,000208385	-0,00996456	-0,007802394	0,025279111
DUSP16.14631.22.3	0,165274456	0,257279289	0,000256145	0,540239345	0,615582425	0,002938223	0,002873635	0,006352532	0,009516264	-0,006912326	0,026239025
USP8.13450.49.3	0,165457094	0,257391202	-0,000323487	1,38E-15	1,38E-14	0,048593233	0,430502226	0,485061252	-0,005792083	0,016475259	0,006533975
IFNLR1.7192.37.3	0,165522342	0,257391202	0,000174395	0,313443884	0,393148954	-0,003294591	3,13E-05	0,000128244	0,016158645	0,009901441	0,023685069
LMAN2L.8013.9.3	0,165648679	0,25745079	0,000250023	1,94E-10	1,28E-09	0,029905916	0,011041075	0,020247739	-0,014040015	0,011172816	0,018150809
PDE6D.13491.40.3	0,16578421	0,257524595	-0,000361648	0,000652738	0,001749441	-0,023131931	1,02E-06	6,21E-06	0,047796722	-0,002714355	0,009081539
CD200R1L.8980.19.3	0,166050849	0,257801876	-0,000289796	0,015122445	0,029139098	0,013214883	0,023017699	0,038560579	0,019867222	-0,004418705	-0,008019693
SPRY1.9512.24.3	0,166594266	0,258508343	-0,000176034	1,69E-06	7,06E-06	-0,015855844	0,000321806	0,000951753	0,00772143	-0,000219963	0,024081217
CRTAM.7968.15.3	0,167179352	0,2592687	-0,000248441	1,95E-07	9,20E-07	-0,024360872	3,83E-08	3,30E-07	-0,023091816	-0,000499293	0,036064552
SPR.9287.6.3	0,167261551	0,2592687	-0,000217788	0,221196339	0,294109712	-0,005013933	1,88E-11	3,27E-10	-0,037455553	-0,020221558	-0,003497497
METTL1.12514.16.3	0,167737324	0,25986847	-0,000154004	0,008846779	0,018045208	-0,007598101	0,00332069	0,007200162	0,011882342	-0,001732366	0,010045092
SLC6A9.11653.69.3	0,168080547	0,260262362	-0,000227405	0,441852314	0,523458088	-0,003297401	0,029437018	0,047755562	-0,013694454	0,003914457	0,011054118
TMED2.10761.5.3	0,168385787	0,260597051	0,000165173	0,226244177	0,299440822	-0,003771369	0,079917233	0,112537437	-0,001161897	0,010349576	0,015238342
CLEC10A.10955.4.3	0,170063923	0,263054985	0,000205024	0,618196343	0,688585035	-0,001935574	0,020983689	0,035396361	-0,013573199	-0,002693665	0,007744076
