Up/Down with age	ID	Description	# Significant in top100	# Annotated in SOMAscan 2.9k	Min fdr	fdr_n10	fdr_n11	fdr_n12	fdr_n13	fdr_n14	fdr_n15	fdr_n16	fdr_n17	fdr_n18	fdr_n19	fdr_n20	fdr_n21	fdr_n22	fdr_n23	fdr_n24	fdr_n25	fdr_n26	fdr_n27	fdr_n28	fdr_n29	fdr_n30	fdr_n31	fdr_n32	fdr_n33	fdr_n34	fdr_n35	fdr_n36	fdr_n37	fdr_n38	fdr_n39	fdr_n40	fdr_n41	fdr_n42	fdr_n43	fdr_n44	fdr_n45	fdr_n46	fdr_n47	fdr_n48	fdr_n49	fdr_n50	fdr_n51	fdr_n52	fdr_n53	fdr_n54	fdr_n55	fdr_n56	fdr_n57	fdr_n58	fdr_n59	fdr_n60	fdr_n61	fdr_n62	fdr_n63	fdr_n64	fdr_n65	fdr_n66	fdr_n67	fdr_n68	fdr_n69	fdr_n70	fdr_n71	fdr_n72	fdr_n73	fdr_n74	fdr_n75	fdr_n76	fdr_n77	fdr_n78	fdr_n79	fdr_n80	fdr_n81	fdr_n82	fdr_n83	fdr_n84	fdr_n85	fdr_n86	fdr_n87	fdr_n88	fdr_n89	fdr_n90	fdr_n91	fdr_n92	fdr_n93	fdr_n94	fdr_n95	fdr_n96	fdr_n97	fdr_n98	fdr_n99	fdr_n100
down	R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2	10	0,15369249	1	1	1	1	1	1	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,330292153	0,262347445	0,284774476	0,30160909	0,30160909	0,310964995	0,317631299	0,317631299	0,332692484	0,332692484	0,361223967	0,361223967	0,33311954	0,33311954	0,15369249	0,15369249	0,15369249	0,167349201	0,189337232	0,196469034	0,196469034	0,196469034	0,196469034	0,211936032	0,207974671	0,166569291	0,166569291	0,180999124	0,180999124	0,19524267	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,26395139	0,26395139	0,278864258	0,298665121	0,319062641	0,351157653	0,351157653	0,37239519	0,375036268	0,375036268	0,375036268	0,375036268	0,373098126	0,388100516	0,366202611	0,387516031	0,409006671	0,409006671	0,400511731	0,400511731	0,400511731	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,417707277	0,429082534	0,446066104	0,471647953	0,471647953	0,462603798
down	R-HSA-1679131	Trafficking and processing of endosomal TLR	1	5	0,154190808	0,154190808	0,154190808	0,154190808	0,186878467	0,186878467	0,164107529	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,283430248	0,19869601	0,214362291	0,219851119	0,219851119	0,231809082	0,224685054	0,224685054	0,235659071	0,235659071	0,256216733	0,256216733	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,267836649	0,267836649	0,267836649	0,267836649	0,284098488	0,28847734	0,28237754	0,28237754	0,297299059	0,297299059	0,29728531	0,295980306	0,306070541	0,306070541	0,317722491	0,317722491	0,308102094	0,308102094	0,321177562	0,321177562	0,326025381	0,326025381	0,326025381	0,338921515	0,374289476	0,374289476	0,392171104	0,403527462	0,414343669	0,403239685	0,403239685	0,411949422	0,403598054	0,403598054	0,403598054	0,403598054	0,417211648	0,42561862	0,429918684	0,434779006	0,451666972	0,451666972	0,452108885	0,452108885	0,452108885	0,454047952	0,454047952	0,454047952	0,454047952	0,454047952	0,462104791	0,460548558	0,460548558	0,470956279	0,480765123	0,499383171	0,507433135	0,507433135	0,506705014
up	GO:0005160	transforming growth factor beta receptor binding	1	18	0,154276296	0,154276296	0,175277778	0,177333333	0,194053333	0,223029032	0,252412258	0,330070323	0,305256863	0,334871538	0,354692308	0,339465	0,339465	0,368057143	0,377933898	0,358938462	0,37818	0,392934769	0,427258	0,438687031	0,440936364	0,456351212	0,453850725	0,457990986	0,467929867	0,489647368	0,489647368	0,505216216	0,515246667	0,533822368	0,5286795	0,527177143	0,501275806	0,501275806	0,515245652	0,518487234	0,524143125	0,541603298	0,552878404	0,564195426	0,565929796	0,565929796	0,568093564	0,5845985	0,58637181	0,596785794	0,638145794	0,643040556	0,638763393	0,638763393	0,607329449	0,614701172	0,619666	0,629361756	0,651400615	0,66270229	0,675496744	0,669365455	0,678752932	0,67531875	0,67531875	0,68982854	0,691319424	0,700035971	0,681966	0,666026842	0,689555325	0,702475789	0,707022968	0,707022968	0,695985333	0,695985333	0,695985333	0,701637665	0,70949512	0,707514706	0,687229508	0,687229508	0,699546957	0,699239206	0,710758413	0,691179648	0,69324	0,699465294	0,711462157	0,721654951	0,732287647	0,738779559	0,733720521	0,740017536	0,743715728	0,753076636
down	GO:0031982	vesicle	39	978	0,154502353	0,70195	0,61684918	0,61845	0,551885714	0,68896	0,539144828	0,312306667	0,286926316	0,216075	0,287873684	0,2684	0,276991579	0,332697391	0,2682344	0,167923158	0,216075	0,15504	0,201099048	0,154502353	0,22414	0,15756125	0,223218889	0,291052632	0,203536842	0,272585263	0,288010345	0,323455	0,238565882	0,20497	0,252872143	0,268231111	0,298346512	0,292957813	0,26855	0,306667188	0,256347619	0,198508333	0,208858824	0,218523529	0,250716667	0,34532375	0,34532375	0,332226154	0,39680907	0,374033333	0,393269333	0,390051042	0,41965	0,417822609	0,414685714	0,436327692	0,448872	0,476303636	0,483862273	0,546654483	0,493964444	0,498952174	0,5939875	0,601621053	0,64269697	0,672910448	0,722959459	0,756954651	0,789141176	0,669233571	0,7257	0,7257	0,764465217	0,782549901	0,71777957	0,615659341	0,563707317	0,61172093	0,61172093	0,542268235	0,567822989	0,608517826	0,545178876	0,565910323	0,55712427	0,558642	0,602928261	0,627802626	0,684866176	0,684866176	0,63945	0,609553933	0,61861236	0,6612	0,709453608	0,638708889
up	GO:0001664	G-protein coupled receptor binding	7	81	0,15504	NA	0,393520408	0,15504	0,170415385	0,207114643	0,24099	0,322946667	0,290182609	0,311831778	0,169878947	0,17967	0,17967	0,190736842	0,197607143	0,2255	0,23918125	0,2521125	0,28666625	0,296293214	0,297265172	0,320051034	0,319334375	0,330909429	0,335248158	0,34659	0,34659	0,37395	0,401039216	0,398092593	0,393942456	0,386077377	0,234468	0,234468	0,240615789	0,245611081	0,175220556	0,179598333	0,185946111	0,198094444	0,209248235	0,209248235	0,217179412	0,222002941	0,234696471	0,23064	0,248943333	0,269625556	0,281715152	0,281715152	0,257826667	0,265039744	0,27807	0,278113846	0,279342	0,28413	0,28260878	0,294147	0,3014345	0,30759375	0,30759375	0,31746925	0,333125	0,346666667	0,35136	0,347614426	0,367481379	0,284763077	0,293196923	0,293196923	0,209638	0,209638	0,209638	0,216398	0,22386	0,2436	0,226	0,226	0,24624	0,2685725	0,289748333	0,31395	0,338935	0,354538966	0,361417241	0,33402375	0,344780625	0,352546875	0,343393636	0,34743	0,353577273	0,360840606
down	GO:0042571	immunoglobulin complex, circulating	1	2	0,15504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,15504	0,165388235	0,166521111	0,192590588	0,19481	0,223218889	0,231075	0,203536842	0,253562222	0,222576316	0,228915789	0,199663333	0,20497	0,218440769	0,226107407	0,245012963	0,2624	0,26855	0,286732609	0,280935417	0,287170833	0,293320833	0,3068625	0,3131625	0,34532375	0,34532375	0,332226154	0,3664	0,374033333	0,393269333	0,37882	0,396492	0,416304	0,414685714	0,436327692	0,448872	0,465863478	0,473407826	0,480952174	0,493964444	0,498952174	0,512773333	0,527295652	0,5715	0,579581818	0,51918	0,491155556	0,514	0,507208889	0,514088889	0,514088889	0,553707692	0,516664	0,529053571	0,481404255	0,492319149	0,50712459	0,50712459	0,462909615	0,461584906	0,475807692	0,470208889	0,469812	0,487494444	0,48645	0,491881111	0,471292586	0,475311207	0,475311207	0,50504375	0,460271429	0,476519512	0,47097381	0,485888095	0,48935814
up	R-HSA-418885	DCC mediated attractive signaling	1	3	0,156676913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,156676913	0,156676913	0,171075699	0,171075699	0,171075699	0,168429727	0,168429727	0,175768536	0,18488838	0,197324143	0,203377644	0,203377644	0,195913098	0,210725305	0,220393134	0,232329727	0,233967879	0,233967879	0,221044878	0,221044878	0,225756786	0,2429087	0,256920893	0,256920893	0,263287206	0,269260418	0,266912736	0,266912736	0,26681119	0,26681119	0,264169466	0,278063226	0,278063226	0,290617762	0,290617762	0,282598436	0,285271523	0,290703176	0,321558187	0,357728765	0,357728765	0,357728765	0,369214103	0,451153096	0,465045859	0,472940867	0,456680555	0,456680555	0,466162711	0,466162711	0,487585308	0,493446642	0,493446642	0,509089238	0,529150832
up	R-HSA-418890	Role of second messengers in netrin-1 signaling	1	3	0,156676913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,156676913	0,156676913	0,171075699	0,171075699	0,171075699	0,168429727	0,168429727	0,175768536	0,18488838	0,197324143	0,203377644	0,203377644	0,195913098	0,210725305	0,220393134	0,232329727	0,233967879	0,233967879	0,221044878	0,221044878	0,225756786	0,2429087	0,256920893	0,256920893	0,263287206	0,269260418	0,266912736	0,266912736	0,26681119	0,26681119	0,264169466	0,278063226	0,278063226	0,290617762	0,290617762	0,282598436	0,285271523	0,290703176	0,321558187	0,357728765	0,357728765	0,357728765	0,369214103	0,451153096	0,465045859	0,472940867	0,456680555	0,456680555	0,466162711	0,466162711	0,487585308	0,493446642	0,493446642	0,509089238	0,529150832
down	GO:0050877	neurological system process	12	139	0,156831429	0,636651508	0,677254369	0,702673182	0,761012933	0,818108333	0,852930176	0,453806015	0,473641121	0,318042474	0,332751095	0,336915776	0,356713713	0,372185673	0,355144512	0,2492838	0,249497477	0,26864845	0,287621479	0,297606838	0,264209016	0,276478033	0,280351613	0,300886667	0,3161304	0,334296977	0,348659302	0,348659302	0,292440357	0,304576867	0,305957647	0,31278427	0,295369825	0,320927191	0,339821136	0,345784253	0,36017655	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,354996429	0,294506667	0,19152	0,16128	0,179513	0,206958	0,206958	0,156831429	0,16304	0,178517143	0,188657143	0,203845714	0,2183	0,230774286	0,24727	0,26918	0,30856	0,27544	0,313	0,313	0,33178	0,3521375	0,348705	0,343625	0,373108108	0,3713545	0,3713545	0,38668	0,40235967	0,369867857	0,374288333	0,374288333	0,383834684	0,391954128	0,394928182	0,399443478	0,39432754	0,39432754	0,358325926	0,366066667	0,392942308	0,402612308	0,41175	0,401563664
down	hsa00280	Valine, leucine and isoleucine degradation	1	4	0,157417021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,157417021	0,173584049	0,200172565	0,200172565	0,233581199	0,233581199	0,22037571	0,22037571	0,249537134	0,249537134	0,249537134	0,249537134	0,35898864	0,35898864	0,359002113	0,381719538	0,412797025	0,453052073	0,453052073	0,453052073	0,453052073	0,495185471	0,426044368	0,413954087	0,413954087	0,462891163	0,462891163	0,479536909	0,496147538	0,496147538	0,496147538	0,518900485	0,518900485	0,497380288	0,5189974	0,5189974	0,5189974	0,5189974	0,5189974	0,5189974	0,534660112	0,550289663	0,5658861	0,568820668	0,568820668	0,604003114	0,619682814	0,619682814	0,642716749	0,602689328	0,602689328	0,602689328	0,602689328	0,638965746	0,594034468	0,592486697	0,6013546	0,607798063	0,607798063	0,607798063	0,607798063	0,620658424	0,646118877	0,646118877	0,646118877	0,669063888	0,669063888	0,664524432	0,686935237	0,686935237	0,686935237	0,721503187	0,745305253	0,764869927	0,746053078	0,768657725
down	hsa00900	Terpenoid backbone biosynthesis	1	4	0,157417021	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,157417021	0,173584049	0,200172565	0,200172565	0,233581199	0,233581199	0,22037571	0,22037571	0,249537134	0,249537134	0,249537134	0,249537134	0,35898864	0,35898864	0,359002113	0,381719538	0,412797025	0,453052073	0,453052073	0,453052073	0,453052073	0,495185471	0,426044368	0,413954087	0,413954087	0,462891163	0,462891163	0,479536909	0,496147538	0,496147538	0,496147538	0,518900485	0,518900485	0,497380288	0,5189974	0,5189974	0,5189974	0,5189974	0,5189974	0,5189974	0,534660112	0,550289663	0,5658861	0,568820668	0,568820668	0,604003114	0,619682814	0,619682814	0,642716749	0,602689328	0,602689328	0,602689328	0,602689328	0,638965746	0,594034468	0,592486697	0,6013546	0,607798063	0,607798063	0,607798063	0,607798063	0,620658424	0,646118877	0,646118877	0,646118877	0,669063888	0,669063888	0,664524432	0,686935237	0,686935237	0,686935237	0,721503187	0,745305253	0,764869927	0,746053078	0,768657725
down	R-HSA-166663	Initial triggering of complement	3	11	0,158677259	1	1	1	1	1	1	1	1	1	1	1	1	0,318742464	0,330292153	0,275424435	0,293975634	0,30711193	0,30711193	0,326768079	0,334470214	0,334470214	0,350235594	0,350235594	0,373129225	0,373129225	0,347430717	0,347430717	0,245214232	0,245214232	0,245214232	0,258199217	0,270337109	0,282696424	0,282696424	0,282696424	0,282696424	0,2982221	0,315333064	0,325822766	0,325822766	0,344016245	0,344016245	0,353979302	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,26395139	0,26395139	0,278864258	0,298665121	0,319062641	0,351157653	0,351157653	0,37239519	0,382136752	0,382136752	0,382136752	0,382136752	0,387752574	0,395892013	0,378001844	0,393793296	0,413132035	0,413132035	0,411987198	0,411987198	0,411987198	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,203215335	0,215815999	0,231802453	0,243401855	0,243401855	0,256136817
down	R-HSA-3000480	Scavenging by Class A Receptors	2	10	0,158677259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0,262347445	0,284774476	0,30160909	0,30160909	0,310964995	0,317631299	0,317631299	0,332692484	0,332692484	0,361223967	0,361223967	0,33311954	0,33311954	0,245214232	0,245214232	0,245214232	0,258199217	0,270337109	0,282696424	0,282696424	0,282696424	0,282696424	0,2982221	0,315333064	0,325822766	0,325822766	0,344016245	0,344016245	0,353979302	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,26395139	0,26395139	0,278864258	0,298665121	0,319062641	0,351157653	0,351157653	0,37239519	0,375036268	0,375036268	0,375036268	0,375036268	0,373098126	0,388100516	0,366202611	0,387516031	0,409006671	0,409006671	0,400511731	0,400511731	0,400511731	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,417707277	0,429082534	0,446066104	0,471647953	0,471647953	0,462603798
down	R-HSA-375170	CDO in myogenesis	2	10	0,158677259	0,22273635	0,22273635	0,22273635	0,269584208	0,269584208	0,251916944	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,330292153	0,262347445	0,284774476	0,30160909	0,30160909	0,310964995	0,317631299	0,317631299	0,332692484	0,332692484	0,361223967	0,361223967	0,33311954	0,33311954	0,245214232	0,245214232	0,245214232	0,258199217	0,270337109	0,282696424	0,282696424	0,282696424	0,282696424	0,2982221	0,315333064	0,166569291	0,166569291	0,180999124	0,180999124	0,19524267	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,26395139	0,26395139	0,278864258	0,298665121	0,319062641	0,351157653	0,351157653	0,37239519	0,375036268	0,375036268	0,375036268	0,375036268	0,373098126	0,388100516	0,366202611	0,387516031	0,409006671	0,409006671	0,400511731	0,400511731	0,400511731	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,417707277	0,429082534	0,446066104	0,471647953	0,471647953	0,462603798
down	R-HSA-525793	Myogenesis	2	10	0,158677259	0,22273635	0,22273635	0,22273635	0,269584208	0,269584208	0,251916944	0,175356607	0,208277998	0,208277998	0,245502576	0,255835689	0,286032374	0,318742464	0,330292153	0,262347445	0,284774476	0,30160909	0,30160909	0,310964995	0,317631299	0,317631299	0,332692484	0,332692484	0,361223967	0,361223967	0,33311954	0,33311954	0,245214232	0,245214232	0,245214232	0,258199217	0,270337109	0,282696424	0,282696424	0,282696424	0,282696424	0,2982221	0,315333064	0,166569291	0,166569291	0,180999124	0,180999124	0,19524267	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,26395139	0,26395139	0,278864258	0,298665121	0,319062641	0,351157653	0,351157653	0,37239519	0,375036268	0,375036268	0,375036268	0,375036268	0,373098126	0,388100516	0,366202611	0,387516031	0,409006671	0,409006671	0,400511731	0,400511731	0,400511731	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,417707277	0,429082534	0,446066104	0,471647953	0,471647953	0,462603798
down	R-HSA-6806834	Signaling by MET	3	29	0,158677259	0,329606822	0,329606822	0,329606822	0,396869272	0,396869272	0,37608618	0,199184304	0,222759815	0,222759815	0,26141511	0,281320185	0,322639423	0,337724314	0,332094295	0,177449271	0,205298116	0,208261068	0,208261068	0,219648969	0,224110808	0,224110808	0,233800782	0,233800782	0,254266119	0,254266119	0,253392774	0,253392774	0,245214232	0,245214232	0,245214232	0,258199217	0,265451081	0,196469034	0,196469034	0,196469034	0,196469034	0,211936032	0,207974671	0,166569291	0,166569291	0,180999124	0,180999124	0,19524267	0,158677259	0,17293168	0,17293168	0,185927634	0,185927634	0,195381518	0,195381518	0,197479202	0,197479202	0,20710608	0,20710608	0,20710608	0,225089411	0,267378604	0,267378604	0,287788896	0,312942038	0,334180981	0,364898392	0,364898392	0,380469399	0,390958703	0,390958703	0,390958703	0,390958703	0,387752574	0,395892013	0,389156411	0,398346941	0,413132035	0,413132035	0,413174384	0,413174384	0,413174384	0,433344335	0,433344335	0,433344335	0,433344335	0,433344335	0,441397106	0,419482282	0,419482282	0,417707277	0,429082534	0,446066104	0,471647953	0,471647953	0,475379735
up	GO:0005245	voltage-gated calcium channel activity	1	2	0,158994118	NA	NA	NA	NA	NA	NA	NA	0,158994118	0,169652941	0,169878947	0,17967	0,17967	0,190736842	0,19668	0,20625	0,21615	0,227254	0,241332	0,251303	0,248751905	0,263800952	0,2369375	0,232258235	0,213726	0,211457143	0,211457143	0,224571429	0,238015	0,24975	0,23782	0,238914783	0,234468	0,234468	0,236768	0,234808846	0,195645625	0,2004475	0,205310938	0,216954194	0,227543226	0,227543226	0,236146774	0,241370968	0,24698	0,249185455	0,267240909	0,272675152	0,281715152	0,281715152	0,257826667	0,265039744	0,27807	0,278113846	0,279342	0,28413	0,28260878	0,294147	0,3014345	0,30759375	0,30759375	0,31746925	0,332066667	0,346666667	0,35136	0,34419	0,359924	0,337156364	0,349749767	0,349749767	0,359255	0,359255	0,359255	0,357474444	0,362449111	0,363130435	0,364875	0,364875	0,3596928	0,3561225	0,356241698	0,358691667	0,366642222	0,367924364	0,363069123	0,354697627	0,356212	0,360463	0,353667143	0,36889	0,369904839	0,377415161
up	GO:0019956	chemokine binding	1	2	0,158994118	NA	NA	NA	NA	NA	NA	NA	0,158994118	0,169652941	0,169878947	0,17967	0,17967	0,190736842	0,19668	0,20625	0,21615	0,227254	0,241332	0,251303	0,248751905	0,263800952	0,2369375	0,232258235	0,213726	0,211457143	0,211457143	0,224571429	0,238015	0,24975	0,23782	0,238914783	0,234468	0,234468	0,236768	0,234808846	0,195645625	0,2004475	0,205310938	0,216954194	0,227543226	0,227543226	0,236146774	0,241370968	0,24698	0,249185455	0,267240909	0,272675152	0,281715152	0,281715152	0,257826667	0,265039744	0,27807	0,278113846	0,279342	0,28413	0,28260878	0,294147	0,3014345	0,30759375	0,30759375	0,31746925	0,332066667	0,346666667	0,35136	0,34419	0,359924	0,337156364	0,349749767	0,349749767	0,359255	0,359255	0,359255	0,357474444	0,362449111	0,363130435	0,364875	0,364875	0,3596928	0,3561225	0,356241698	0,358691667	0,366642222	0,367924364	0,363069123	0,354697627	0,356212	0,360463	0,353667143	0,36889	0,369904839	0,377415161
up	GO:0038132	neuregulin binding	1	2	0,158994118	NA	NA	NA	NA	NA	NA	NA	0,158994118	0,169652941	0,169878947	0,17967	0,17967	0,190736842	0,19668	0,20625	0,21615	0,227254	0,241332	0,251303	0,248751905	0,263800952	0,2369375	0,232258235	0,213726	0,211457143	0,211457143	0,224571429	0,238015	0,24975	0,23782	0,238914783	0,234468	0,234468	0,236768	0,234808846	0,195645625	0,2004475	0,205310938	0,216954194	0,227543226	0,227543226	0,236146774	0,241370968	0,24698	0,249185455	0,267240909	0,272675152	0,281715152	0,281715152	0,257826667	0,265039744	0,27807	0,278113846	0,279342	0,28413	0,28260878	0,294147	0,3014345	0,30759375	0,30759375	0,31746925	0,332066667	0,346666667	0,35136	0,34419	0,359924	0,337156364	0,349749767	0,349749767	0,359255	0,359255	0,359255	0,357474444	0,362449111	0,363130435	0,364875	0,364875	0,3596928	0,3561225	0,356241698	0,358691667	0,366642222	0,367924364	0,363069123	0,354697627	0,356212	0,360463	0,353667143	0,36889	0,369904839	0,377415161
up	GO:1990430	extracellular matrix protein binding	1	3	0,158994118	NA	NA	NA	NA	NA	NA	NA	0,158994118	0,169652941	0,169878947	0,17967	0,17967	0,190736842	0,19668	0,20625	0,21615	0,227254	0,241332	0,251303	0,248751905	0,263800952	0,245834783	0,2355696	0,227649643	0,228289655	0,228289655	0,235862069	0,244037931	0,257086207	0,259816	0,25578	0,254876471	0,254876471	0,240615789	0,245611081	0,227222683	0,232796341	0,238418049	0,243991707	0,255899512	0,255899512	0,2655	0,27803125	0,286510244	0,290931429	0,304707907	0,310831628	0,313793182	0,313793182	0,2985584	0,305417	0,3135912	0,298016111	0,301392	0,306523636	0,311930182	0,323026667	0,33099963	0,319913158	0,319913158	0,330156842	0,337224561	0,346666667	0,35136	0,347614426	0,367481379	0,366462373	0,377184407	0,377184407	0,371209841	0,371209841	0,371209841	0,371754688	0,378212188	0,379504545	0,386	0,386	0,379696	0,369797838	0,371914533	0,371536364	0,370973165	0,373443375	0,369868049	0,363337412	0,368407326	0,376011977	0,377524719	0,385082697	0,384222159	0,391926364
